timestamp,service,level,message,latency_ms,request_count,status_code,true_anomaly,error_flag,latency_roll_mean,latency_roll_std,req_roll_mean,req_roll_std,error_rate,anomaly_score,anomaly_flag
2026-04-02 19:16:22.428265,inventory-service,INFO,request processed successfully,124.47,19,200,0,0,0.0,0.0,0.0,0.0,0.0,0.05580850143292798,0
2026-04-02 19:16:23.428265,auth-service,INFO,user login successful,112.18,17,200,0,0,0.0,0.0,0.0,0.0,0.0,0.04365168188270707,0
2026-04-02 19:16:24.428265,auth-service,INFO,order created successfully,121.33,21,200,0,0,0.0,0.0,0.0,0.0,0.0,0.049152128418765983,0
2026-04-02 19:16:25.428265,inventory-service,INFO,api call completed,180.01,27,200,0,0,0.0,0.0,0.0,0.0,0.0,0.03213065656725833,0
2026-04-02 19:16:26.428265,payment-service,INFO,cache hit for request,124.18,11,200,0,0,0.0,0.0,0.0,0.0,0.0,0.02168479104663934,0
2026-04-02 19:16:27.428265,payment-service,INFO,cache hit for request,94.49,17,200,0,0,0.0,0.0,0.0,0.0,0.0,0.028231189931673506,0
2026-04-02 19:16:28.428265,auth-service,INFO,user login successful,127.82,19,200,0,0,0.0,0.0,0.0,0.0,0.0,0.04338167946108462,0
2026-04-02 19:16:34.428265,inventory-service,INFO,session validated,160.59,26,200,0,0,0.0,0.0,0.0,0.0,0.0,0.05362246520710007,0
2026-04-02 19:16:41.428265,auth-service,ERROR,payment gateway error,247.79,21,502,1,1,0.0,0.0,0.0,0.0,0.0,0.018802004478407408,0
2026-04-02 19:16:43.428265,auth-service,INFO,session validated,159.6,24,200,0,0,153.744,55.518533211892404,20.4,2.60768096208106,0.2,0.05461784878425302,0
2026-04-02 19:16:44.428265,order-service,INFO,payment verified,120.07,14,200,0,0,0.0,0.0,0.0,0.0,0.0,0.06614229390377935,0
2026-04-02 19:16:48.428265,payment-service,INFO,session validated,153.54,16,200,0,0,0.0,0.0,0.0,0.0,0.0,0.05818740111575815,0
2026-04-02 19:16:48.428265,auth-service,INFO,order created successfully,127.41,19,200,0,0,149.355,50.80773513944506,20.166666666666668,2.401388487243717,0.16666666666666666,0.051646784847704186,0
2026-04-02 19:16:50.428265,order-service,INFO,user login successful,139.53,33,200,0,0,0.0,0.0,0.0,0.0,0.0,0.03047194678340931,0
2026-04-02 19:16:52.428265,auth-service,INFO,session validated,145.56,24,200,0,0,148.81285714285715,46.40307881821554,20.714285714285715,2.6276913640612185,0.14285714285714285,0.06265243751417959,0
2026-04-02 19:16:54.428265,search-service,INFO,fetched results from database,90.1,20,200,0,0,0.0,0.0,0.0,0.0,0.0,0.02428086987868666,0
2026-04-02 19:16:55.428265,inventory-service,INFO,user login successful,108.79,18,200,0,0,0.0,0.0,0.0,0.0,0.0,0.042877007366166675,0
2026-04-02 19:16:56.428265,search-service,INFO,request processed successfully,120.1,20,200,0,0,0.0,0.0,0.0,0.0,0.0,0.05626205886303809,0
2026-04-02 19:16:58.428265,auth-service,INFO,payment verified,120.84,15,200,0,0,145.31625,44.08456968065551,20.0,3.162277660168379,0.125,0.08026162602811043,0
2026-04-02 19:16:58.428265,search-service,INFO,user login successful,69.23,18,200,0,0,0.0,0.0,0.0,0.0,0.0,0.03280839124408924,0
2026-04-02 19:17:03.428265,auth-service,INFO,order created successfully,100.5,20,200,0,0,140.33666666666667,43.85982643604509,20.0,2.9580398915498076,0.1111111111111111,0.06502061363627065,0
2026-04-02 19:17:04.428265,search-service,INFO,api call completed,105.83,18,200,0,0,0.0,0.0,0.0,0.0,0.0,0.0545274583269163,0
2026-04-02 19:17:06.428265,order-service,INFO,order created successfully,133.79,23,200,0,0,0.0,0.0,0.0,0.0,0.0,0.047141529764353374,0
2026-04-02 19:17:07.428265,search-service,INFO,cache hit for request,116.3,20,200,0,0,100.312,20.90457533651425,19.2,1.095445115010332,0.0,0.07800405586764625,0
2026-04-02 19:17:10.428265,order-service,INFO,api call completed,121.11,21,200,0,0,0.0,0.0,0.0,0.0,0.0,0.05693000595401854,0
2026-04-02 19:17:10.428265,search-service,INFO,user login successful,116.28,26,200,0,0,102.97333333333334,19.80144405508514,20.333333333333332,2.9439202887759492,0.0,0.07863237503259907,0
2026-04-02 19:17:18.428265,inventory-service,INFO,api call completed,121.99,21,200,0,0,139.17000000000002,29.83667541801532,22.2,4.08656334834051,0.0,0.10545303598649275,0
2026-04-02 19:17:20.428265,inventory-service,INFO,fetched results from database,122.92,26,200,0,0,136.46166666666667,27.498948646569502,22.833333333333332,3.9707262140150976,0.0,0.07231101249858513,0
2026-04-02 19:17:20.428265,search-service,INFO,session validated,104.49,24,200,0,0,103.18999999999998,18.085249975233037,20.857142857142858,3.023715784073818,0.0,0.10552392784058479,0
2026-04-02 19:17:22.428265,auth-service,INFO,session validated,82.78,29,200,0,0,134.581,45.17984787982851,20.9,3.9846929339382955,0.1,0.07695838965530583,0
2026-04-02 19:17:22.428265,payment-service,INFO,payment verified,150.54,23,200,0,0,0.0,0.0,0.0,0.0,0.0,0.06572155029587967,0
2026-04-02 19:17:23.428265,inventory-service,INFO,session validated,125.18,21,200,0,0,134.85,25.46256926025599,22.571428571428573,3.6903993847614407,0.0,0.11374189184227657,0
2026-04-02 19:17:28.428265,payment-service,INFO,request processed successfully,120.2,17,200,0,0,128.58999999999997,24.27424149175417,16.8,4.266145801540309,0.0,0.09486136390212924,0
2026-04-02 19:17:30.428265,search-service,INFO,fetched results from database,130.2,11,200,0,0,106.56625,19.27546622560102,19.625,4.47013901988997,0.0,0.07238533151670168,0
2026-04-02 19:17:31.428265,payment-service,INFO,cache hit for request,96.47,23,200,0,0,123.23666666666666,25.364150028468654,17.833333333333332,4.578937285731992,0.0,0.08534008839548196,0
2026-04-02 19:17:33.428265,search-service,INFO,api call completed,133.61,20,200,0,0,109.57111111111111,20.158456317662598,19.666666666666668,4.183300132670378,0.0,0.10288949676618259,0
2026-04-02 19:17:36.428265,payment-service,INFO,payment verified,140.58,23,200,0,0,125.71428571428571,24.064225077309857,18.571428571428573,4.613644360558611,0.0,0.11528002297375028,0
2026-04-02 19:17:37.428265,auth-service,INFO,order created successfully,141.51,21,200,0,0,135.2109090909091,42.912252668566694,20.90909090909091,3.780331875762906,0.09090909090909091,0.07715926840388848,0
2026-04-02 19:17:37.428265,order-service,ERROR,authentication failed,244.88,13,503,1,1,151.876,52.64845562787193,20.8,8.07465169527454,0.2,0.028708078489815825,0
2026-04-02 19:17:38.428265,payment-service,INFO,payment verified,152.28,13,200,0,0,129.035,24.17803489592509,17.875,4.703721930556695,0.0,0.10679078288317445,0
2026-04-02 19:17:38.428265,auth-service,INFO,fetched results from database,146.16,29,200,0,0,136.12333333333333,41.037130267674186,21.583333333333332,4.2949935619241275,0.08333333333333333,0.04779338181662879,0
2026-04-02 19:17:39.428265,payment-service,ERROR,latency spike detected while processing request,1405.59,24,503,1,1,270.8744444444444,426.11894724686647,18.555555555555557,4.850544070285082,0.1111111111111111,-0.13282708105199814,1
2026-04-02 19:17:41.428265,payment-service,INFO,order created successfully,133.28,21,200,0,0,257.115,404.0981544198829,18.8,4.638007234913623,0.1,0.013885078416260077,0
2026-04-02 19:17:43.428265,search-service,INFO,payment verified,112.64,18,200,0,0,109.878,19.030335899411877,19.5,3.9791121287711078,0.0,0.11827426229646493,0
2026-04-02 19:17:46.428265,search-service,INFO,cache hit for request,195.67,20,200,0,0,117.67727272727274,31.544468957618886,19.545454545454547,3.777926319123664,0.0,0.08493906407327623,0
2026-04-02 19:17:47.428265,auth-service,INFO,order created successfully,121.4,17,200,0,0,134.99076923076925,39.50169626348099,21.23076923076923,4.304142310105584,0.07692307692307693,0.07697377664435312,0
2026-04-02 19:17:48.428265,inventory-service,INFO,payment verified,90.04,22,200,0,0,129.24875,28.402712867159106,22.5,3.4226138716316967,0.0,0.11274006735811165,0
2026-04-02 19:17:50.428265,payment-service,INFO,fetched results from database,69.97,13,200,0,0,240.10181818181817,387.4915721359158,18.272727272727273,4.734784241988415,0.09090909090909091,-0.003389617172573467,1
2026-04-02 19:17:54.428265,auth-service,INFO,payment verified,77.88,23,200,0,0,130.91142857142856,40.90634121561536,21.357142857142858,4.162232072359232,0.07142857142857142,0.10038064773857408,0
2026-04-02 19:17:55.428265,search-service,INFO,session validated,97.18,25,200,0,0,115.96916666666668,30.65298723640408,20.0,3.9312269655344823,0.0,0.11534257172326495,0
